ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0051304	chromosome separation	3/37	96/18723	0.000894452803059182	0.000894452803059182	0.216525015413467	CDT1/TOP3A/NCAPH2	3
GO:0051099	positive regulation of binding	3/37	173/18723	0.00478330171336404	0.00478330171336404	0.216525015413467	CDT1/CALM2/TRIB3	3
GO:0031279	regulation of cyclase activity	2/37	53/18723	0.00491454694566841	0.00491454694566841	0.216525015413467	CALM2/ADGRV1	2
GO:0051898	negative regulation of protein kinase B signaling	2/37	55/18723	0.00528304157819402	0.00528304157819402	0.216525015413467	PLEKHA1/PPARA	2
GO:0051098	regulation of binding	4/37	363/18723	0.00554061683682111	0.00554061683682111	0.216525015413467	CDT1/CALM2/TRIB3/PPARA	4
GO:0042594	response to starvation	3/37	197/18723	0.006852372165806	0.006852372165806	0.216525015413467	BCAS3/ADSL/PPARA	3
GO:0006631	fatty acid metabolic process	4/37	390/18723	0.0071164310427267	0.0071164310427267	0.216525015413467	ACOT1/ETFA/TRIB3/PPARA	4
GO:0072522	purine-containing compound biosynthetic process	3/37	200/18723	0.00714289910493653	0.00714289910493653	0.216525015413467	SHMT1/ADSL/PPARA	3
GO:0051306	mitotic sister chromatid separation	2/37	67/18723	0.00774981951720894	0.00774981951720894	0.216525015413467	CDT1/NCAPH2	2
GO:0072521	purine-containing compound metabolic process	4/37	416/18723	0.00889177817895519	0.00889177817895519	0.216525015413467	ACOT1/SHMT1/ADSL/PPARA	4
GO:0006635	fatty acid beta-oxidation	2/37	74/18723	0.00938569629811269	0.00938569629811269	0.216525015413467	ETFA/PPARA	2
GO:0140115	export across plasma membrane	2/37	76/18723	0.00987899597438165	0.00987899597438165	0.216525015413467	PDZK1/CALM2	2
GO:0046395	carboxylic acid catabolic process	3/37	236/18723	0.0112060486140426	0.0112060486140426	0.216525015413467	ETFA/SHMT1/PPARA	3
GO:0016054	organic acid catabolic process	3/37	240/18723	0.0117247766942245	0.0117247766942245	0.216525015413467	ETFA/SHMT1/PPARA	3
GO:0003012	muscle system process	4/37	452/18723	0.0117977764938448	0.0117977764938448	0.216525015413467	CHRM3/MYH11/CALM2/PPARA	4
GO:0045069	regulation of viral genome replication	2/37	85/18723	0.012237890601014	0.012237890601014	0.216525015413467	IFITM3/PPARA	2
GO:0055013	cardiac muscle cell development	2/37	85/18723	0.012237890601014	0.012237890601014	0.216525015413467	MYH11/PPARA	2
GO:0090257	regulation of muscle system process	3/37	252/18723	0.0133635303167573	0.0133635303167573	0.216525015413467	CHRM3/CALM2/PPARA	3
GO:0055006	cardiac cell development	2/37	91/18723	0.0139339895785829	0.0139339895785829	0.216525015413467	MYH11/PPARA	2
GO:0019217	regulation of fatty acid metabolic process	2/37	93/18723	0.0145208026955241	0.0145208026955241	0.216525015413467	TRIB3/PPARA	2
GO:1990830	cellular response to leukemia inhibitory factor	2/37	94/18723	0.0148181806191326	0.0148181806191326	0.216525015413467	SHMT1/RNF125	2
GO:1990823	response to leukemia inhibitory factor	2/37	95/18723	0.015118191436172	0.015118191436172	0.216525015413467	SHMT1/RNF125	2
GO:0032412	regulation of ion transmembrane transporter activity	3/37	267/18723	0.015587928034198	0.015587928034198	0.216525015413467	PDZK1/CHRM3/CALM2	3
GO:0009062	fatty acid catabolic process	2/37	100/18723	0.0166573559315023	0.0166573559315023	0.216525015413467	ETFA/PPARA	2
GO:0062014	negative regulation of small molecule metabolic process	2/37	102/18723	0.0172910702899924	0.0172910702899924	0.216525015413467	TRIB3/PPARA	2
GO:0022898	regulation of transmembrane transporter activity	3/37	278/18723	0.017344681051634	0.017344681051634	0.216525015413467	PDZK1/CHRM3/CALM2	3
GO:0019395	fatty acid oxidation	2/37	103/18723	0.0176117518022591	0.0176117518022591	0.216525015413467	ETFA/PPARA	2
GO:0034440	lipid oxidation	2/37	108/18723	0.019252974508058	0.019252974508058	0.216525015413467	ETFA/PPARA	2
GO:0032414	positive regulation of ion transmembrane transporter activity	2/37	109/18723	0.0195887076234154	0.0195887076234154	0.216525015413467	PDZK1/CALM2	2
GO:0001553	luteinization	1/37	10/18723	0.019591642888067	0.019591642888067	0.216525015413467	PLEKHA1	1
GO:0003056	regulation of vascular associated smooth muscle contraction	1/37	10/18723	0.019591642888067	0.019591642888067	0.216525015413467	CHRM3	1
GO:0009113	purine nucleobase biosynthetic process	1/37	10/18723	0.019591642888067	0.019591642888067	0.216525015413467	SHMT1	1
GO:0035999	tetrahydrofolate interconversion	1/37	10/18723	0.019591642888067	0.019591642888067	0.216525015413467	SHMT1	1
GO:0048251	elastic fiber assembly	1/37	10/18723	0.019591642888067	0.019591642888067	0.216525015413467	MYH11	1
GO:0051342	regulation of cyclic-nucleotide phosphodiesterase activity	1/37	10/18723	0.019591642888067	0.019591642888067	0.216525015413467	CALM2	1
GO:0090037	positive regulation of protein kinase C signaling	1/37	10/18723	0.019591642888067	0.019591642888067	0.216525015413467	ADGRV1	1
GO:0006939	smooth muscle contraction	2/37	110/18723	0.0199269122528333	0.0199269122528333	0.216525015413467	CHRM3/MYH11	2
GO:0006188	IMP biosynthetic process	1/37	11/18723	0.0215301406817473	0.0215301406817473	0.216525015413467	ADSL	1
GO:0010739	positive regulation of protein kinase A signaling	1/37	11/18723	0.0215301406817473	0.0215301406817473	0.216525015413467	ADGRV1	1
GO:0010887	negative regulation of cholesterol storage	1/37	11/18723	0.0215301406817473	0.0215301406817473	0.216525015413467	PPARA	1
GO:0032000	positive regulation of fatty acid beta-oxidation	1/37	11/18723	0.0215301406817473	0.0215301406817473	0.216525015413467	PPARA	1
GO:0033327	Leydig cell differentiation	1/37	11/18723	0.0215301406817473	0.0215301406817473	0.216525015413467	PLEKHA1	1
GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	1/37	11/18723	0.0215301406817473	0.0215301406817473	0.216525015413467	ETFA	1
GO:0039532	negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway	1/37	11/18723	0.0215301406817473	0.0215301406817473	0.216525015413467	RNF125	1
GO:0060315	negative regulation of ryanodine-sensitive calcium-release channel activity	1/37	11/18723	0.0215301406817473	0.0215301406817473	0.216525015413467	CALM2	1
GO:1901844	regulation of cell communication by electrical coupling involved in cardiac conduction	1/37	11/18723	0.0215301406817473	0.0215301406817473	0.216525015413467	CALM2	1
GO:0051101	regulation of DNA binding	2/37	118/18723	0.0227202681559355	0.0227202681559355	0.216525015413467	CDT1/CALM2	2
GO:0032409	regulation of transporter activity	3/37	310/18723	0.0230653941006748	0.0230653941006748	0.216525015413467	PDZK1/CHRM3/CALM2	3
GO:0032411	positive regulation of transporter activity	2/37	120/18723	0.023442593085224	0.023442593085224	0.216525015413467	PDZK1/CALM2	2
GO:0006563	L-serine metabolic process	1/37	12/18723	0.023464909001263	0.023464909001263	0.216525015413467	SHMT1	1
GO:0032096	negative regulation of response to food	1/37	12/18723	0.023464909001263	0.023464909001263	0.216525015413467	PPARA	1
GO:0032099	negative regulation of appetite	1/37	12/18723	0.023464909001263	0.023464909001263	0.216525015413467	PPARA	1
GO:0032105	negative regulation of response to extracellular stimulus	1/37	12/18723	0.023464909001263	0.023464909001263	0.216525015413467	PPARA	1
GO:0032108	negative regulation of response to nutrient levels	1/37	12/18723	0.023464909001263	0.023464909001263	0.216525015413467	PPARA	1
GO:0046541	saliva secretion	1/37	12/18723	0.023464909001263	0.023464909001263	0.216525015413467	CHRM3	1
GO:0061052	negative regulation of cell growth involved in cardiac muscle cell development	1/37	12/18723	0.023464909001263	0.023464909001263	0.216525015413467	PPARA	1
GO:1990034	calcium ion export across plasma membrane	1/37	12/18723	0.023464909001263	0.023464909001263	0.216525015413467	CALM2	1
GO:2000105	positive regulation of DNA-dependent DNA replication	1/37	12/18723	0.023464909001263	0.023464909001263	0.216525015413467	CDT1	1
GO:0072329	monocarboxylic acid catabolic process	2/37	122/18723	0.0241743479385606	0.0241743479385606	0.216525015413467	ETFA/PPARA	2
GO:0055007	cardiac muscle cell differentiation	2/37	125/18723	0.025289483372927	0.025289483372927	0.216525015413467	MYH11/PPARA	2
GO:0005513	detection of calcium ion	1/37	13/18723	0.0253959548228097	0.0253959548228097	0.216525015413467	CALM2	1
GO:0010745	negative regulation of macrophage derived foam cell differentiation	1/37	13/18723	0.0253959548228097	0.0253959548228097	0.216525015413467	PPARA	1
GO:0032042	mitochondrial DNA metabolic process	1/37	13/18723	0.0253959548228097	0.0253959548228097	0.216525015413467	TOP3A	1
GO:0033262	regulation of nuclear cell cycle DNA replication	1/37	13/18723	0.0253959548228097	0.0253959548228097	0.216525015413467	CDT1	1
GO:0051280	negative regulation of release of sequestered calcium ion into cytosol	1/37	13/18723	0.0253959548228097	0.0253959548228097	0.216525015413467	CALM2	1
GO:0009071	serine family amino acid catabolic process	1/37	14/18723	0.0273232851099044	0.0273232851099044	0.216525015413467	SHMT1	1
GO:0035563	positive regulation of chromatin binding	1/37	14/18723	0.0273232851099044	0.0273232851099044	0.216525015413467	CDT1	1
GO:0045820	negative regulation of glycolytic process	1/37	14/18723	0.0273232851099044	0.0273232851099044	0.216525015413467	PPARA	1
GO:0046348	amino sugar catabolic process	1/37	14/18723	0.0273232851099044	0.0273232851099044	0.216525015413467	CHI3L2	1
GO:0046655	folic acid metabolic process	1/37	14/18723	0.0273232851099044	0.0273232851099044	0.216525015413467	SHMT1	1
GO:0051984	positive regulation of chromosome segregation	1/37	14/18723	0.0273232851099044	0.0273232851099044	0.216525015413467	CDT1	1
GO:2001171	positive regulation of ATP biosynthetic process	1/37	14/18723	0.0273232851099044	0.0273232851099044	0.216525015413467	PPARA	1
GO:0019079	viral genome replication	2/37	131/18723	0.0275817682186383	0.0275817682186383	0.216525015413467	IFITM3/PPARA	2
GO:0010565	regulation of cellular ketone metabolic process	2/37	133/18723	0.0283639449031884	0.0283639449031884	0.216525015413467	TRIB3/PPARA	2
GO:0010889	regulation of sequestering of triglyceride	1/37	15/18723	0.0292469068134128	0.0292469068134128	0.216525015413467	PPARA	1
GO:0015697	quaternary ammonium group transport	1/37	15/18723	0.0292469068134128	0.0292469068134128	0.216525015413467	PDZK1	1
GO:0032897	negative regulation of viral transcription	1/37	15/18723	0.0292469068134128	0.0292469068134128	0.216525015413467	IFITM3	1
GO:0045842	positive regulation of mitotic metaphase/anaphase transition	1/37	15/18723	0.0292469068134128	0.0292469068134128	0.216525015413467	CDT1	1
GO:0046321	positive regulation of fatty acid oxidation	1/37	15/18723	0.0292469068134128	0.0292469068134128	0.216525015413467	PPARA	1
GO:0050910	detection of mechanical stimulus involved in sensory perception of sound	1/37	15/18723	0.0292469068134128	0.0292469068134128	0.216525015413467	ADGRV1	1
GO:0051284	positive regulation of sequestering of calcium ion	1/37	15/18723	0.0292469068134128	0.0292469068134128	0.216525015413467	CALM2	1
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	1/37	15/18723	0.0292469068134128	0.0292469068134128	0.216525015413467	CDT1	1
GO:1901660	calcium ion export	1/37	15/18723	0.0292469068134128	0.0292469068134128	0.216525015413467	CALM2	1
GO:1901970	positive regulation of mitotic sister chromatid separation	1/37	15/18723	0.0292469068134128	0.0292469068134128	0.216525015413467	CDT1	1
GO:0007059	chromosome segregation	3/37	346/18723	0.0305925471187323	0.0305925471187323	0.216525015413467	CDT1/TOP3A/NCAPH2	3
GO:0006936	muscle contraction	3/37	347/18723	0.0308181120064713	0.0308181120064713	0.216525015413467	CHRM3/MYH11/CALM2	3
GO:0001732	formation of cytoplasmic translation initiation complex	1/37	16/18723	0.0311668268715645	0.0311668268715645	0.216525015413467	EIF3K	1
GO:0006544	glycine metabolic process	1/37	16/18723	0.0311668268715645	0.0311668268715645	0.216525015413467	SHMT1	1
GO:0010649	regulation of cell communication by electrical coupling	1/37	16/18723	0.0311668268715645	0.0311668268715645	0.216525015413467	CALM2	1
GO:0045722	positive regulation of gluconeogenesis	1/37	16/18723	0.0311668268715645	0.0311668268715645	0.216525015413467	PPARA	1
GO:0071391	cellular response to estrogen stimulus	1/37	16/18723	0.0311668268715645	0.0311668268715645	0.216525015413467	BCAS3	1
GO:0090231	regulation of spindle checkpoint	1/37	16/18723	0.0311668268715645	0.0311668268715645	0.216525015413467	CDT1	1
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint	1/37	16/18723	0.0311668268715645	0.0311668268715645	0.216525015413467	CDT1	1
GO:0097284	hepatocyte apoptotic process	1/37	16/18723	0.0311668268715645	0.0311668268715645	0.216525015413467	PPARA	1
GO:1902101	positive regulation of metaphase/anaphase transition of cell cycle	1/37	16/18723	0.0311668268715645	0.0311668268715645	0.216525015413467	CDT1	1
GO:1903504	regulation of mitotic spindle checkpoint	1/37	16/18723	0.0311668268715645	0.0311668268715645	0.216525015413467	CDT1	1
GO:0000076	DNA replication checkpoint signaling	1/37	17/18723	0.0330830522099811	0.0330830522099811	0.216525015413467	CDT1	1
GO:0007076	mitotic chromosome condensation	1/37	17/18723	0.0330830522099811	0.0330830522099811	0.216525015413467	NCAPH2	1
GO:0090036	regulation of protein kinase C signaling	1/37	17/18723	0.0330830522099811	0.0330830522099811	0.216525015413467	ADGRV1	1
